"oslaua","wave","mean_price","max_price","min_price","transactions"
"E07000112",1,200557.589674824,1110000,20000,2983
"E07000112",2,225530.587166785,29252000,9500,4239
"E07000112",3,242750.55528389,2600000,3500,3681
"E07000113",0,180874.372367745,1592500,17995,1947
"E07000113",1,179610.907438955,1600000,30000,3522
"E07000113",2,200619.383179487,6400000,10000,4875
"E07000113",3,231321.841457859,6690000,1000,4390
"E07000114",0,174196.399437412,1225000,20000,2133
"E07000114",1,170002.137913615,1110000,20000,3959
"E07000114",2,191774.549044356,17135000,7500,5546
"E07000114",3,214954.886018237,3525000,500,5264
"E07000115",0,296730.325925926,2750000,40125,1890
"E07000115",1,286983.944140512,3300000,32750,3473
"E07000115",2,327758.765745167,12800000,20000,4811
"E07000115",3,368265.042892157,10741153,6000,4080
"E07000116",0,335748.741525424,2730000,29000,1888
"E07000116",1,329734.162406015,3000000,43750,3325
"E07000116",2,360602.795,9000000,10000,4200
"E07000116",3,429320.422917243,12499999,1000,3613
"E07000117",0,89092.3345388788,425000,11000,1106
"E07000117",1,91157.1320754717,615000,7000,1855
"E07000117",2,92723.2765957447,4050000,5000,2679
"E07000117",3,101289.455092071,6650000,500,2661
"E07000118",0,170034.160714286,1600000,40000,1624
"E07000118",1,168620.788609715,1500000,18000,2985
"E07000118",2,177884.059824369,9650000,2590,3644
"E07000118",3,187379.338598507,3357387,500,3482
"E07000119",0,198369.611744084,1420000,17500,1141
"E07000119",1,190564.33921371,1650000,22500,1984
"E07000119",2,201768.71200272,3750000,950,2941
"E07000119",3,210971.066103562,2256273,705,2723
"E07000120",0,98011.7558635395,635000,13000,938
"E07000120",1,98768.1234711706,575000,10000,1717
"E07000120",2,101653.19845028,3902021,10000,2323
"E07000120",3,120941.692203695,17500000,12000,2219
"E07000121",0,153609.71751129,1250000,20000,1993
"E07000121",1,148075.171987345,1237892,10000,3477
"E07000121",2,161992.04441651,8590000,19950,4773
"E07000121",3,176549.763326752,4475000,9000,4052
"E07000122",0,110669.068872987,745000,14250,1118
"E07000122",1,107652.036113937,900000,10000,1966
"E07000122",2,129107.503790751,35750000,1000,2638
"E07000122",3,116398.932061979,1200000,5000,2517
"E07000123",0,136370.377369668,985000,14500,1688
"E07000123",1,137118.42340347,925000,13750,2709
"E07000123",2,153998.823903002,17500000,7500,3464
"E07000123",3,164337.762198888,10198453,5000,3238
"E07000124",0,216440.970752089,1800000,25000,718
"E07000124",1,218513.830427892,3000000,24000,1262
"E07000124",2,228419.28499242,4765000,15000,1979
"E07000124",3,241543.046967895,14310687,150,1682
"E07000125",0,128953.365661861,970000,10700,763
"E07000125",1,127161.461197339,1350000,3000,1353
"E07000125",2,132789.238749408,1100000,18500,2111
"E07000125",3,144162.828006088,3308000,9000,1971
"E07000126",0,161301.295532646,745000,30000,1455
"E07000126",1,151981.969987995,1040000,23500,2499
"E07000126",2,171344.19278406,10520000,21300,3714
"E07000126",3,178371.614983113,13285224,20000,3257
"E07000127",0,193415.962536023,1700000,15000,1041
"E07000127",1,187261.078165711,3250000,20200,1919
"E07000127",2,189545.672680412,1600000,9200,2716
"E07000127",3,216674.34215725,13285244,1500,2531
"E07000128",0,160004.255447032,935000,23750,1331
"E07000128",1,155584.343879473,1075000,18000,2655
"E07000128",2,157647.50721709,3902021,15500,3464
"E07000128",3,167267.796296296,16650000,1000,3186
"E07000129",0,175051.052453469,760000,25000,1182
"E07000129",1,175995.260146104,1280000,40000,2464
"E07000129",2,215203.592550143,34550000,20000,3490
"E07000129",3,218311.232153752,3500000,31250,3278
"E07000130",0,184554.25032538,2000000,24875,2305
"E07000130",1,184101.477201609,2500000,15000,4474
"E07000130",2,200364.547204864,6012000,25000,5921
"E07000130",3,217631.304006284,3450000,7600,5092
"E07000131",0,238051.385061639,1350000,31000,1379
"E07000131",1,229751.528080808,2650000,38250,2475
"E07000131",2,290328.342818057,52160600,19950,3655
"E07000131",3,272329.988606771,4158000,15000,3072
"E07000132",0,177584.40730136,1330000,26500,1397
"E07000132",1,171130.499818116,1280000,30000,2749
"E07000132",2,196570.489597467,38500000,25000,4422
"E07000132",3,205397.635175136,9500000,20000,4054
"E07000133",0,196382.407682776,1405000,50000,807
"E07000133",1,196252.698496241,1150000,40000,1330
"E07000133",2,209471.428246014,7790539,25000,1756
"E07000133",3,229034.911660777,4200000,34950,1415
"E07000134",0,172999.210056772,1230000,30000,1233
"E07000134",1,166722.111204718,960000,38500,2374
"E07000134",2,190643.834420881,4750000,7429,3678
"E07000134",3,235298.68598301,50965532,7500,3296
"E07000135",0,172300.799701046,875000,29950,669
"E07000135",1,171252.659727782,990000,31500,1249
"E07000135",2,183328.596547315,5820000,34750,1564
"E07000135",3,202269.415118514,2949999,48000,1561
"E07000136",0,128034.408045977,900000,15000,870
"E07000136",1,131410.311154599,688000,24375,1533
"E07000136",2,141565.307729703,4232055,10000,2057
"E07000136",3,166946.414255091,16527656,4500,1866
"E07000137",0,151415.782478845,695000,15000,2009
"E07000137",1,146438.837424199,725000,15750,3463
"E07000137",2,156422.276961292,3600000,9000,4831
"E07000137",3,186583.99741784,37805019,2750,4260
"E07000138",0,128152.941403238,635000,6500,1297
"E07000138",1,129718.087466869,675000,10000,2641
"E07000138",2,152005.376359473,21755000,16000,3494
"E07000138",3,166876.515033948,5874000,15000,3093
"E07000139",0,163567.645857643,700000,15000,1714
"E07000139",1,162363.047113885,1250000,20000,3205
"E07000139",2,176482.194128357,11150000,18000,4394
"E07000139",3,193762.614422369,3926666,1000,4077
"E07000140",0,150730.008507347,885000,27500,1293
"E07000140",1,146327.324459235,810000,14000,2404
"E07000140",2,163196.68203953,21000000,20000,3491
"E07000140",3,175073.413895291,3000000,25000,3037
"E07000141",0,180836.960775473,980000,10000,2218
"E07000141",1,177328.537253925,1600000,21000,4013
"E07000141",2,204703.179806848,27600000,25000,5695
"E07000141",3,224301.892554992,30650000,9500,4728
"E07000142",0,163882.417335474,960000,10000,1246
"E07000142",1,153942.892092617,900000,15000,2289
"E07000142",2,160759.055747126,2023678,6000,3480
"E07000142",3,178175.950238582,3982000,22000,2934
"E07000143",0,183191.416539828,1370000,28750,1971
"E07000143",1,176034.337493362,1250000,22800,3766
"E07000143",2,191930.340618956,5600000,22500,5170
"E07000143",3,216863.75772286,20750000,12000,4532
"E07000144",0,201320.73814329,1050000,36125,1982
"E07000144",1,197546.985539488,1830000,29375,3596
"E07000144",2,220822.584581006,16299971,20000,4475
"E07000144",3,243920.165091994,4725000,10000,4022
"E07000145",0,147813.115328467,680000,27000,1370
"E07000145",1,146623.415487094,1000000,21000,2402
"E07000145",2,163208.703330278,24550000,3333,3273
"E07000145",3,166876.574299835,4750000,6000,3035
"E07000146",0,183358.706299911,1400000,28421,2254
"E07000146",1,177441.633144476,3147300,30600,4236
"E07000146",2,195997.768281938,3000000,7500,5675
"E07000146",3,221124.584233041,17010000,17500,4909
"E07000147",0,210642.268850754,2200000,20000,1923
"E07000147",1,203927.86118639,1850000,20000,3321
"E07000147",2,224374.045640474,4349687,2500,4645
"E07000147",3,248735.130467762,4052672,8000,3955
"E07000148",0,167630.819138277,1052000,20250,1996
"E07000148",1,164884.998895638,900000,20000,3622
"E07000148",2,195151.781476122,7200000,3000,4837
"E07000148",3,222672.032603285,43529821,3000,4018
"E07000149",0,212582.987614679,1473403,30000,2180
"E07000149",1,204406.513473054,1450000,15000,4008
"E07000149",2,220509.196241417,3640300,12000,5534
"E07000149",3,250201.682392777,8470000,7000,4430
"E07000150",0,130838.066433566,475000,27500,858
"E07000150",1,133894.392367323,470000,26000,1677
"E07000150",2,144982.738309738,1700000,1000,2331
"E07000150",3,199816.319718928,69200000,40000,2277
"E07000151",0,230034.537068966,1350000,40000,1160
"E07000151",1,224921.3505,2000000,34000,2000
"E07000151",2,244328.830621056,4600000,31750,3011
"E07000151",3,277318.570965418,6600000,6500,2776
"E07000152",0,189100.126168224,1050000,31250,1284
"E07000152",1,185459.560802834,2300000,31000,2541
"E07000152",2,194608.448962423,6480000,10000,3566
"E07000152",3,231171.202324195,35350000,2250,3356
"E07000153",0,153618.165276725,900000,25000,1319
"E07000153",1,157354.722819594,3600000,21000,2511
"E07000153",2,166507.009100364,4142400,10700,3846
"E07000153",3,209899.637744593,63210000,9000,3884
"E07000154",0,154771.742024965,935000,20000,2884
"E07000154",1,158938.817930781,1150000,24000,5432
"E07000154",2,185101.271165493,20555999,22500,8091
"E07000154",3,199935.259427239,14400000,10000,7717
"E07000155",0,254303.50310559,1440000,41000,1288
"E07000155",1,249946.254869457,1700000,38750,2413
"E07000155",2,280871.333030578,7648046,41000,3303
"E07000155",3,315391.348660271,3619999,10000,3023
"E07000156",0,158338.154302671,1300000,23125,1011
"E07000156",1,158673.265784726,1725000,22500,1663
"E07000156",2,177820.881320518,7000000,3500,2393
"E07000156",3,199588.677980853,3000000,3000,2298
"E07000163",0,216986.470588235,1195000,47000,850
"E07000163",1,207482.118028534,1475000,33750,1542
"E07000163",2,210420.548698168,3351000,25000,2074
"E07000163",3,222871.428648358,2210000,6000,1857
"E07000164",0,235849.569565217,1408000,45000,1150
"E07000164",1,237079.224790949,1450000,30000,2033
"E07000164",2,240431.043675751,5000000,35000,2862
"E07000164",3,246932.663174859,4500000,5000,2482
"E07000165",0,274699.227402863,3850000,20000,2445
"E07000165",1,265267.066144273,2850000,35000,4339
"E07000165",2,280391.168222741,7750000,4000,5998
"E07000165",3,322181.147569783,7500000,1500,5123
"E07000166",0,240576.039927405,1450000,34500,551
"E07000166",1,212718.546812749,2250000,10000,1004
"E07000166",2,211451.477096547,1380000,15000,1419
"E07000166",3,231309.902755267,4178219,2500,1234
"E07000167",0,230329.68,1991500,43100,700
"E07000167",1,219909.579528719,2500000,48000,1358
"E07000167",2,218901.34687333,1220000,30000,1871
"E07000167",3,236713.671974522,2520000,11000,1570
"E07000168",0,165546.770383693,950000,27500,1668
"E07000168",1,159909.744397532,1050000,29000,3079
"E07000168",2,162152.470182941,5560000,8000,4209
"E07000168",3,176435.799949609,14000000,15000,3969
"E07000169",0,177902.055329536,895000,30000,1229
"E07000169",1,185182.735814798,1150000,12121,2203
"E07000169",2,185568.141625207,1573669,35000,3015
"E07000169",3,224068.148696265,27420000,1000,2838
"E07000170",0,120022.909820877,465000,20000,1619
"E07000170",1,121248.011030679,475000,25500,2901
"E07000170",2,134197.602205882,10600000,17000,4080
"E07000170",3,141800.474752872,4350000,1000,3743
"E07000171",0,144200.463994061,790000,22500,1347
"E07000171",1,139987.344262295,1200000,22000,2562
"E07000171",2,147798.769548539,2137520,12500,3389
"E07000171",3,159809.008408595,3536080,1000,3211
"E07000172",0,153161.508698678,1500000,34000,1437
"E07000172",1,149182.381654676,1300000,30000,2780
"E07000172",2,164921.179274907,10484000,13000,3503
"E07000172",3,188836.163525836,5869999,28000,3290
"E07000173",0,159202.41020794,1025000,24750,1587
"E07000173",1,154061.395166558,1250000,20000,3062
"E07000173",2,163230.82680122,3850000,12000,4261
"E07000173",3,178776.607537546,5180000,100,3529
"E07000174",0,119296.456505004,560000,23750,1299
"E07000174",1,113980.11928934,549995,22500,2364
"E07000174",2,134719.895621919,13862263,20000,3449
"E07000174",3,141517.140115163,13000000,3000,3126
"E07000175",0,170926.054409006,1100000,30000,1599
"E07000175",1,167379.146593255,1650000,25000,2906
"E07000175",2,176681.866987952,4200000,1000,4150
"E07000175",3,194188.821153846,8000000,500,3640
"E07000176",0,229646.712609971,1300000,35000,1705
"E07000176",1,224117.945289643,1450000,25000,3418
"E07000176",2,242065.644343458,21145579,27000,4181
"E07000176",3,277366.913504464,8096069,3000,3584
"E07000177",0,249747.463610586,3500000,60000,2116
"E07000177",1,251464.769271383,2350000,50000,3788
"E07000177",2,284998.741427247,17500000,4060,5395
"E07000177",3,321589.071075402,7275000,5000,4854
"E07000178",0,347851.938102486,3655000,15000,1971
"E07000178",1,360412.36381323,4130000,33750,3084
"E07000178",2,434206.32227616,38760000,5000,3708
"E07000178",3,495520.594958564,22700000,100,2896
"E07000179",0,366836.42095328,3000000,58750,2119
"E07000179",1,354212.60678392,3600000,64000,3980
"E07000179",2,385646.586108468,10500000,45000,5255
"E07000179",3,461622.208919628,24174000,4400,4193
"E07000180",0,306996.073157895,2000000,46500,1900
"E07000180",1,302094.632834871,3690000,60000,3143
"E07000180",2,343009.717908788,32200000,41750,4495
"E07000180",3,383374.237803321,33753892,100,3915
"E07000181",0,286078.031843575,8000000,60000,1790
"E07000181",1,291070.943624161,3800000,36250,2980
"E07000181",2,315009.26520225,9140799,14000,3733
"E07000181",3,358076.804327076,5250000,18499,3143
"E07000187",0,222359.513467049,1355000,35000,1745
"E07000187",1,218672.099272842,4900000,35000,3163
"E07000187",2,235947.447325391,5115700,6500,4281
"E07000187",3,259726.904630651,3582000,10000,3628
"E07000188",0,192452.050248482,985000,30600,1811
"E07000188",1,187926.191891055,1225000,29523,3231
"E07000188",2,198660.510245902,8240000,3500,4392
"E07000188",3,227449.72870249,41100000,10000,3815
"E07000189",0,207033.532007952,1362500,30000,2515
"E07000189",1,208285.705461056,1760000,30000,4468
"E07000189",2,214567.195497434,3000000,21000,6041
"E07000189",3,237056.04122166,13160000,17000,5337
"E07000190",0,213410.516201117,1450000,33000,1790
"E07000190",1,209322.916337085,1450000,32000,3287
"E07000190",2,238799.838546458,26779964,20000,4348
"E07000190",3,236176.246425167,14710000,10000,4196
"E07000191",0,225367.042477876,935000,60000,565
"E07000191",1,226342.850401606,2000000,30000,996
"E07000191",2,235448.205998421,4450000,14000,1267
"E07000191",3,233780,2050000,20850,1191
"E07000192",0,136972.334415584,500000,32500,924
"E07000192",1,138212.77431694,650000,23000,1830
"E07000192",2,155339.104403409,9858000,25000,2816
"E07000192",3,167247.158153613,7600000,4500,2643
"E07000193",0,166893.943356643,1225000,22000,1430
"E07000193",1,160658.553703704,1950000,28000,2700
"E07000193",2,175760.267656951,3540007,12000,3568
"E07000193",3,198062.811606882,6999999,15000,3429
"E07000194",0,231071.15274463,1500000,29500,1257
"E07000194",1,214117.686695279,1925000,21000,2330
"E07000194",2,235787.54073857,11053429,10000,3412
"E07000194",3,272264.943473792,25700000,3000,2919
"E07000195",0,145415.667394469,1050000,36000,1374
"E07000195",1,143199.119469027,2512000,23600,2712
"E07000195",2,160992.641257996,21755000,500,3752
"E07000195",3,162579.669956817,4180000,500,3242
"E07000196",0,211273.82146161,1025000,45600,1081
"E07000196",1,203202.277832512,1720000,32000,2030
"E07000196",2,224118.3875803,33000000,25000,2802
"E07000196",3,230116.258879242,3099755,4945,2534
"E07000197",0,182707.833646029,1100000,35000,1599
"E07000197",1,182837.993925076,1650266,20000,2963
"E07000197",2,196015.695673193,8633104,6500,4137
"E07000197",3,216291.102386451,9539259,2000,3897
"E07000198",0,157789.459677419,870000,30000,1116
"E07000198",1,156899.212755599,738000,31250,2054
"E07000198",2,162308.494578524,1250000,20000,2859
"E07000198",3,176505.191497093,2868597,15000,2752
"E07000199",0,148606.774468085,428000,4880,705
"E07000199",1,146293.46914446,420000,30000,1426
"E07000199",2,175675.696729435,24050000,27000,2018
"E07000199",3,174833.711171662,3200000,5000,1835
"E07000200",0,245755.649635037,2300000,15000,1370
"E07000200",1,233790.796092796,2600000,31875,2457
"E07000200",2,252791.689094388,8360000,3000,3136
"E07000200",3,287363.627057407,8135175,3150,2491
"E07000201",0,176651.816326531,1050000,31250,1078
"E07000201",1,175091.007265179,1425000,31250,1927
"E07000201",2,208443.866276803,18243199,24375,2565
"E07000201",3,216373.814655172,6159524,30000,2320
"E07000202",0,147282.80433633,824000,3500,1891
"E07000202",1,153274.361384661,1430000,35000,3351
"E07000202",2,173517.471009772,11137500,5000,4605
"E07000202",3,222702.331067961,47525000,12000,4120
"E07000203",0,220011.517027864,2100000,21500,1615
"E07000203",1,211492.407917384,1410000,26250,2905
"E07000203",2,229200.426294821,3400000,25000,3765
"E07000203",3,260439.980674746,7442041,3000,3053
"E07000204",0,214958.153132251,1450000,35200,1724
"E07000204",1,216308.982786619,1820000,36120,3079
"E07000204",2,240950.201077639,3750000,24000,4083
"E07000204",3,295712.247388839,50965532,100,3351
"E07000205",0,251496.922488038,2500000,15000,2090
"E07000205",1,244651.746186218,2450000,37500,3802
"E07000205",2,262261.389073536,3075000,36000,4814
"E07000205",3,288534.758360055,2000000,4720,4366
"E07000206",0,174634.944444444,1710000,17000,1728
"E07000206",1,168003.885448916,1900000,35000,3230
"E07000206",2,176305.949379179,6650000,10000,4188
"E07000206",3,192844.080763984,2694270,5000,3665
"E07000207",0,568645.41065357,11500000,46250,2647
"E07000207",1,603610.919304129,12500000,23000,4771
"E07000207",2,699763.458774139,44500000,3000,5955
"E07000207",3,756252.603782735,48313732,1000,4124
"E07000208",0,349659.627636364,5600000,30000,1375
"E07000208",1,355567.93995098,2310000,68000,2448
"E07000208",2,401661.056546617,6683855,13500,2971
"E07000208",3,478168.776572668,10647271,10000,2305
"E07000209",0,407101.668177697,4675000,25000,2206
"E07000209",1,400792.347978033,4250000,45000,4006
"E07000209",2,460900.890278917,49100000,5000,4876
"E07000209",3,527139.170306812,17010000,35000,3846
"E07000210",0,425236.09700428,3350000,30000,1402
"E07000210",1,418943.53427896,2675000,46000,2538
"E07000210",2,468566.535666667,4500000,12000,3000
"E07000210",3,546203.151930262,20827038,600,2409
"E07000211",0,360465.794691647,3000000,39250,2562
"E07000211",1,344855.688918264,4400000,40000,4539
"E07000211",2,406075.814510724,48900000,3000,5968
"E07000211",3,452097.956530958,9300000,8500,4716
"E07000212",0,358126.605742297,6450000,6000,1428
"E07000212",1,371170.819645068,11500000,2204,2423
"E07000212",2,441215.766521302,28000000,30000,2981
"E07000212",3,466155.466371325,25050000,9600,2483
"E07000213",0,277389.48602989,1500000,15500,1539
"E07000213",1,279255.748468606,1500000,40000,2612
"E07000213",2,345894.648153141,22932325,41000,3709
"E07000213",3,404423.719915552,22186372,2400,2842
"E07000214",0,336236.638228056,2825000,51000,1219
"E07000214",1,338565.074668808,5500000,13000,2491
"E07000214",2,417457.945677377,25450000,23500,3019
"E07000214",3,464736.242306194,37500000,14850,2567
"E07000215",0,385751.24351145,2000000,3000,1310
"E07000215",1,366663.559308072,2400000,50000,2428
"E07000215",2,414226.760436137,4007507,16750,3210
"E07000215",3,487718.041560335,66205000,1500,2743
"E07000216",0,418600.150155486,5500000,32500,2251
"E07000216",1,424354.450665942,7600000,39000,3679
"E07000216",2,470127.367779204,45700000,12825,4674
"E07000216",3,518290.033181697,14000000,3000,3737
"E07000217",0,341633.553155202,2662120,25000,1759
"E07000217",1,339022.493919551,3800000,50000,3207
"E07000217",2,417445.432655955,61500000,30000,4232
"E07000217",3,462346.339065542,13285224,4600,3082
"E07000218",0,170333.959666203,916000,10000,719
"E07000218",1,166415.803600655,925000,48500,1222
"E07000218",2,194345.49091941,15679200,29500,1762
"E07000218",3,201224.862881628,2500000,286,1867
"E07000219",0,141263.275217101,720000,33500,1497
"E07000219",1,138761.548399537,725000,26500,2593
"E07000219",2,154892.884563758,10041205,2477,3725
"E07000219",3,178160.409871245,17470000,25000,3728
"E07000220",0,184372.113156101,1100000,20000,1467
"E07000220",1,184811.58401487,2200000,32000,2690
"E07000220",2,207236.513684211,5987634,19806,3800
"E07000220",3,231224.423723537,6100000,25000,3212
"E07000221",0,286844.976353127,2750000,30000,1903
"E07000221",1,285765.275297619,3180000,37500,3360
"E07000221",2,310185.879424779,6000000,24998,4520
"E07000221",3,354324.11739235,17800000,37500,4157
"E07000222",0,251280.840225564,2225000,15000,2128
"E07000222",1,243003.355387983,3500000,27025,4111
"E07000222",2,282658.092940293,7201725,9000,5326
"E07000222",3,319811.619439502,16634750,100,4496
"E07000223",0,220446.079637097,895000,57000,992
"E07000223",1,225603.073926074,2135000,20000,2002
"E07000223",2,256188.269633508,6450500,40000,2292
"E07000223",3,305085.46670247,3120000,500,1862
"E07000224",0,239689.600275198,1650000,25000,2907
"E07000224",1,237394.8071244,2700000,27558,5418
"E07000224",2,256506.457732256,5650000,1000,6932
"E07000224",3,291359.268053645,5200000,1500,5816
"E07000225",0,353473.603746398,3000000,18000,2082
"E07000225",1,346046.449133594,3825000,55000,3578
"E07000225",2,390600.276892865,32340000,1500,4583
"E07000225",3,418731.06615637,8800000,3500,3658
"E07000226",0,203573.669902913,775000,39083,1339
"E07000226",1,204614.409917355,1000000,7000,2420
"E07000226",2,259129.792375551,18800000,5000,3174
"E07000226",3,313257.478156175,10496305,1000,2907
"E07000227",0,319214.489116517,4115000,40587,2343
"E07000227",1,325364.085903645,2900000,45000,3923
"E07000227",2,349547.081852358,3200000,2500,5852
"E07000227",3,409821.772832736,52442528,7200,4741
"E07000228",0,297940.17228145,2250000,50000,2345
"E07000228",1,298363.839812332,3300000,10500,4476
"E07000228",2,335043.048952221,24000000,15000,5965
"E07000228",3,382703.291998324,8072903,500,4774
"E07000229",0,218227.0227158,940000,12000,1981
"E07000229",1,216762.132825259,850000,20000,3674
"E07000229",2,240952.324580893,12900000,11150,4951
"E07000229",3,281090.485809683,9428281,7700,4193
"E07000234",0,239354.459671104,1650000,54000,1277
"E07000234",1,236159.242222222,1400000,40000,2250
"E07000234",2,252451.831126802,3000000,3975,3399
"E07000234",3,285073.870394737,18803391,5200,3040
"E07000235",0,248371.49497992,2135000,32500,996
"E07000235",1,238177.561933535,1600000,40000,1986
"E07000235",2,264146.747547974,37532024,36500,2345
"E07000235",3,270864.787458114,4570000,3600,2089
"E07000236",0,165021.05608365,660000,35000,1052
"E07000236",1,162178.115345005,860000,30000,1942
"E07000236",2,178101.320956801,4400000,40000,2801
"E07000236",3,235391.203138622,50965532,7000,2294
"E07000237",0,174575.537673738,750000,20625,1367
"E07000237",1,177681.51738632,880000,35375,2617
"E07000237",2,195298.855555556,8399201,22000,3600
"E07000237",3,213646.160049246,7429750,334,3249
"E07000238",0,249258.3550447,2262500,35000,1566
"E07000238",1,237904.839106507,5000000,50000,3089
"E07000238",2,262371.36791148,24950129,16000,4338
"E07000238",3,276843.847374847,11576997,5000,4095
"E07000239",0,175975.051517939,2900000,24000,1087
"E07000239",1,171484.571623465,2725960,3000,2199
"E07000239",2,184430.48448,10787925,5000,3125
"E07000239",3,188066.71103777,1650000,8000,2727
"E07000240",0,424290.123628383,2870000,22500,2734
"E07000240",1,429281.923572349,4000000,52500,4658
"E07000240",2,488596.453649256,21900000,6000,5782
"E07000240",3,556633.697775739,16000000,100,4361
"E07000241",0,318812.282562278,3350000,36250,1405
"E07000241",1,308491.612749004,4125000,49000,2510
"E07000241",2,348313.519955959,10680000,38750,3633
"E07000241",3,429066.452170844,16790000,1000,2833
"E07000242",0,312006.027317881,3000000,10000,2416
"E07000242",1,317665.873347753,3650000,53250,4161
"E07000242",2,348269.152196653,9500000,6000,5736
"E07000242",3,406548.336361759,7045974,3000,4843
"E07000243",0,187443.184842884,1030000,50750,1082
"E07000243",1,188704.644385027,1455000,39200,1870
"E07000243",2,216337.624949698,10000001,23000,2485
"E07000243",3,283132.355182302,39517577,1800,2441
"E08000001",0,131308.498261474,2250000,13200,2876
"E08000001",1,125711.600469116,1260000,14000,5116
"E08000001",2,138419.253182461,14250000,11750,7070
"E08000001",3,155264.33313627,26600000,2351,6766
"E08000002",0,147073.853861193,1800000,20000,2046
"E08000002",1,139870.981905269,1350000,10200,3758
"E08000002",2,167778.326323294,52000000,17500,5611
"E08000002",3,169016.045627376,9331456,900,5260
"E08000003",0,145711.58311392,1200000,11300,5697
"E08000003",1,146223.162337662,3112313,10000,9086
"E08000003",2,198183.069684018,87459419,10350,13102
"E08000003",3,203729.849321407,50000000,700,12968
"E08000004",0,127255.229119124,980000,9500,2191
"E08000004",1,119974.290526922,750000,10000,3473
"E08000004",2,134859.874876066,11160000,1000,5043
"E08000004",3,140742.136463361,8879650,750,4558
"E08000005",0,123874.279329609,815000,10000,1969
"E08000005",1,124891.427301405,850000,15000,3487
"E08000005",2,142926.388059701,22450000,3500,4824
"E08000005",3,140738.556150835,4100500,255,4853
"E08000006",0,131970.738675958,1000000,20000,2583
"E08000006",1,130980.013683985,2000000,15000,4677
"E08000006",2,140352.923220226,7843172,2000,7515
"E08000006",3,162997.011803202,17500000,14550,8557
"E08000007",0,190798.507300315,1050000,10000,3493
"E08000007",1,187119.481298624,1450000,23750,6684
"E08000007",2,205935.107846235,23200000,14000,9495
"E08000007",3,230997.695982751,11990000,750,8812
"E08000008",0,123325.641364606,552000,13000,2345
"E08000008",1,120636.85731918,970000,15000,4051
"E08000008",2,126475.85769514,2340938,2000,5432
"E08000008",3,141021.938681843,13632733,11457,5447
"E08000009",0,250695.940648059,4100000,20000,3117
"E08000009",1,240674.016876888,6000000,15000,5629
"E08000009",2,300424.577542207,29375000,3350,7641
"E08000009",3,290474.291950281,10000000,100,6758
"E08000010",0,124320.540794662,712500,11500,3297
"E08000010",1,120992.802591204,1000000,15000,5866
"E08000010",2,141519.886867952,42283464,3500,8247
"E08000010",3,146506.180030449,40502996,315,7882
"E08000011",0,115616.456684492,600000,25000,935
"E08000011",1,116007.119725738,500000,20000,1896
"E08000011",2,127268.695547945,6775000,12500,2920
"E08000011",3,133235.704940849,4658013,20000,2874
"E08000012",0,129638.607615894,910000,10000,4228
"E08000012",1,127159.949628406,1420000,6000,7266
"E08000012",2,140052.603998262,26615720,1000,11505
"E08000012",3,165884.444033553,27004199,100,11087
"E08000013",0,131453.67760998,725000,19400,1523
"E08000013",1,120004.17211704,650000,19000,2905
"E08000013",2,133365.372399445,9400000,5200,4326
"E08000013",3,144950.263800684,18475000,360,4094
"E08000014",0,166803.201690357,2150000,15000,2603
"E08000014",1,159444.064429012,1500000,14000,5184
"E08000014",2,163162.454863447,3850000,10000,7433
"E08000014",3,175433.385526691,5150000,500,7006
"E08000015",0,162578.669279469,1150000,22000,3317
"E08000015",1,160725.644796735,2000000,10000,6371
"E08000015",2,163101.115527814,5860000,8000,9132
"E08000015",3,174443.778372591,28700000,1200,8406
"E08000016",0,121718.458131745,1200000,10500,2687
"E08000016",1,117538.961406345,1000000,15000,4949
"E08000016",2,125346.703980479,6690000,5000,6557
"E08000016",3,133599.443438914,18045000,10000,5967
"E08000017",0,128855.187160326,1000000,20000,2944
"E08000017",1,124127.161465893,850000,19000,5512
"E08000017",2,133863.342695925,7920000,4000,7975
"E08000017",3,150098.960474824,14000000,500,7666
"E08000018",0,132576.44387148,1100000,18000,2521
"E08000018",1,130290.950300269,950000,10000,4829
"E08000018",2,142726.183110853,6181000,5000,6892
"E08000018",3,153358.238643634,14500000,1500,6252
"E08000019",0,155042.69136224,1475000,10000,5858
"E08000019",1,152528.997387329,5000000,12000,10717
"E08000019",2,192416.847375265,63280600,5300,14611
"E08000019",3,197808.623904015,39482158,150,13002
"E08000021",0,172339.355441554,1200000,15000,2729
"E08000021",1,165483.705106463,3750000,13000,5307
"E08000021",2,185821.153667532,24680000,630,7321
"E08000021",3,257599.66417799,74937156,4080,6697
"E08000022",0,156019.601644245,840000,13000,2676
"E08000022",1,149248.875197472,1060000,12000,5064
"E08000022",2,160966.553108245,19200000,7015,6901
"E08000022",3,180825.043331647,22625000,1246,5931
"E08000023",0,135587.933096085,825000,19500,1405
"E08000023",1,123885.98944591,745000,12000,2653
"E08000023",2,135964.931886844,3980000,10000,3641
"E08000023",3,144697.985660848,5470000,1000,3208
"E08000024",0,124490.085365854,900000,18000,2460
"E08000024",1,121825.31954262,825000,6500,4810
"E08000024",2,141576.057020887,31369900,8000,6559
"E08000024",3,142988.03471132,23223688,1000,5733
"E08000025",0,159232.62134517,3750000,10000,10363
"E08000025",1,154288.343742966,3550000,4850,17772
"E08000025",2,183091.103151278,87500000,3000,24498
"E08000025",3,201035.135760728,40375000,218,23070
"E08000026",0,139173.728770236,795000,12000,3521
